74	1184	40	80	5760	78	68.72	7	20
74	898	24	70	5830	75	73.4	6	27
80	436	0	40	5880	80	86.36	3	33
84	774	6	20	5890	88	86	6	25
78	1181	50	17	5850	76	79.88	4	31
80	1991	47	40	5820	63	69.62	6	18
76	1597	56	50	5800	78	68	7	24
74	1184	52	70	5740	74	69.44	3	16
66	3005	58	80	5710	63	59.18	7	12
66	2880	53	120	5720	62	57.38	8	9
69	2125	64	100	5740	53	59	5	16
62	3720	74	120	5690	62	50.9	9	8
67	4337	66	200	5730	71	59.36	5	9
80	2053	31	120	5780	68	72.86	3	29
76	1958	70	40	5790	79	70.52	7	20
65	3644	86	70	5750	76	59.36	3	5
65	1368	75	100	5680	71	58.46	6	5
63	3539	73	120	5720	66	53.6	3	11
62	2785	49	100	5770	81	63.32	4	12
68	984	26	120	5800	72	69.26	4	19
68	1804	56	70	5780	92	68	8	17
69	3234	77	80	5740	71	62.78	6	19
66	3441	67	100	5730	64	60.98	6	16
70	1578	61	100	5760	68	60.8	6	14
70	1850	76	120	5770	59	60.8	7	10
64	2962	80	120	5690	67	59.36	8	9
61	2670	54	120	5650	66	55.4	6	7
52	5000	76	150	5610	61	42.08	3	5
48	5000	57	140	5570	81	40.82	9	2
59	5000	46	140	5690	63	51.26	5	12
67	987	28	140	5760	58	63.86	3	22
66	1148	43	140	5810	68	66.92	5	17
74	898	-24	60	5830	71	77.9	4	26
83	777	-1	30	5880	67	82.58	6	27
78	1279	75	17	5860	64	71.6	3	14
75	1046	69	80	5830	64	68.72	6	11
84	1167	50	60	5870	69	74.3	4	23
81	987	45	100	5860	77	75.74	3	26
79	1144	57	120	5800	61	71.24	3	21
79	977	60	150	5800	69	70.7	4	15
65	770	26	120	5770	64	75.56	5	20
81	629	-11	140	5860	33	86.36	4	15
84	337	-14	140	5870	38	89.78	7	18
83	590	26	120	5870	54	85.1	4	26
90	400	19	120	5860	39	83.3	6	19
90	580	9	80	5880	43	87.26	5	13
93	646	25	140	5870	55	89.24	7	30
88	826	41	140	5860	77	84.38	4	26
72	823	52	150	5830	63	74.48	5	15
72	2116	47	120	5820	65	70.34	5	16
70	2972	52	120	5820	64	64.4	8	16
78	2752	41	140	5860	68	69.98	6	19
87	1377	37	100	5870	76	78.44	3	23
91	1486	33	50	5890	71	79.88	6	28
87	990	22	40	5900	86	85.1	6	34
91	508	29	100	5890	65	85.28	5	33
88	1204	56	100	5910	73	79.88	4	24
83	2414	63	60	5900	69	76.46	5	17
78	2385	67	50	5860	64	70.34	3	10
79	2326	64	70	5830	63	71.24	3	14
77	3389	56	80	5850	72	68.72	9	13
81	2818	58	80	5830	82	71.78	6	17
76	2394	54	90	5810	69	69.62	8	22
78	2746	61	120	5830	74	69.44	4	19
75	2493	55	120	5830	69	72.5	5	20
82	1528	42	100	5840	72	73.94	7	25
84	111	40	60	5870	73	78.08	6	28
86	1899	45	40	5870	90	76.46	4	29
80	1289	32	40	5860	80	75.2	3	23
80	984	35	70	5900	73	78.8	3	26
84	836	28	80	5890	71	81.5	4	14
84	826	27	80	5880	78	79.34	4	13
81	1105	39	80	5890	80	74.12	6	26
85	1023	46	80	5870	74	77.18	8	22
73	2956	46	120	5820	63	67.28	6	14
72	2988	56	150	5780	57	65.66	6	13
68	4291	60	200	5770	55	62.24	3	9
65	3330	59	150	5790	65	58.64	4	12
79	1233	30	100	5840	65	70.52	7	14
81	1069	28	80	5910	72	74.3	5	24
80	984	57	70	5890	79	73.4	5	19
76	1653	71	60	5870	62	68.72	6	16
59	3930	68	150	5780	65	59.18	7	7
55	5000	73	200	5730	77	51.62	5	2
66	5000	45	200	5780	70	51.26	7	4
64	4212	46	200	5750	58	56.84	7	6
62	5000	52	250	5760	58	49.82	5	12
67	5000	31	300	5730	72	57.38	7	9
74	1545	43	70	5730	77	65.66	5	15
74	994	44	300	5790	57	69.62	4	17
70	1125	55	150	5750	67	68	3	13
77	636	16	300	5880	73	73.94	3	20
83	748	32	30	5890	70	77	7	22
81	692	44	100	5880	73	77.72	4	24
73	807	39	100	5870	73	78.8	7	26
87	869	19	17	5900	71	78.98	6	32
89	800	24	20	5920	77	85.64	4	33
92	393	6	4	5930	68	91.76	3	27
92	557	0	70	5950	62	90.68	5	38
93	620	27	30	5950	61	85.64	8	23
93	1404	33	70	5900	71	84.74	5	19
86	898	21	60	5890	77	80.6	8	19
76	377	-2	40	5860	71	83.3	7	15
81	528	17	50	5840	67	78.8	5	28
78	2818	26	70	5800	74	72.68	6	10
73	3247	10	140	5760	65	67.28	7	14
80	895	0	100	5810	82	78.08	6	26
81	721	0	120	5850	67	80.24	4	17
52	5000	39	150	5760	87	51.8	7	3
63	1965	13	50	5860	71	60.98	4	14
72	1853	10	70	5830	77	70.88	5	29
75	2342	7	40	5840	78	71.42	5	18
55	5000	56	70	5800	72	51.62	7	3
61	4028	35	140	5790	71	55.04	3	9
71	2716	26	140	5830	71	63.68	5	19
71	3671	31	100	5810	76	65.84	5	8
72	3795	31	70	5780	76	66.92	6	23
75	3120	35	40	5800	73	66.92	6	13
65	2667	17	100	5800	80	63.5	5	7
61	5000	39	120	5780	73	52.7	9	3
60	5000	36	120	5790	80	48.92	8	5
64	308	25	140	5770	75	68.72	5	11
61	2982	18	120	5750	68	59.9	4	12
63	5000	30	70	5640	93	52.7	5	5
62	5000	25	150	5640	57	51.26	7	4
59	5000	38	200	5650	70	47.66	3	5
56	5000	35	200	5710	65	47.84	6	4
59	3070	13	200	5760	66	60.08	6	10
72	830	0	70	5840	73	72.14	4	17
71	711	-9	40	5880	77	75.56	3	26
75	1049	-10	50	5890	80	78.98	5	30
71	511	-39	17	5890	73	83.84	4	18
71	5000	-40	80	5890	19	67.64	5	12
73	5000	-34	250	5890	19	69.44	6	7
78	377	-3	200	5850	73	78.8	3	15
73	862	27	2	5830	76	73.58	5	12
71	337	-17	20	5830	77	81.14	8	7
73	492	-2	7	5860	86	82.22	5	28
71	1394	13	30	5830	76	75.02	5	22
66	3146	27	50	5800	66	64.04	7	18
69	2234	11	70	5830	74	66.74	4	14
69	2109	21	17	5790	71	69.62	5	24
64	5000	23	80	5730	84	54.5	4	10
65	2270	-7	50	5780	74	68.9	5	14
54	2191	-13	60	5740	48	68.72	7	9
62	3448	12	60	5710	75	58.64	8	12
56	5000	13	80	5690	74	48.92	6	7
55	5000	11	50	5670	67	49.46	4	7
58	2719	25	50	5760	75	56.84	4	6
48	1899	21	40	5820	71	62.06	5	13
54	5000	-41	40	5790	35	52.52	3	5
57	5000	-21	300	5760	23	50.9	5	3
60	5000	-19	200	5800	19	54.32	6	7
61	2385	10	150	5810	59	60.44	7	8
63	1938	0	100	5750	60	62.6	4	10
65	590	-11	100	5840	38	69.98	0	12
71	328	-40	150	5920	22	80.6	3	6
70	5000	-29	300	5860	19	61.7	7	5
68	597	-22	30	5840	45	73.58	0	20
69	469	-4	50	5810	47	71.78	2	14
59	1541	18	20	5770	73	63.14	2	16
49	5000	24	200	5710	67	41.9	4	5
39	5000	15	120	5500	56	41.72	9	3
50	5000	27	300	5660	54	44.6	3	5
46	5000	54	200	5700	71	42.8	3	1
54	5000	-28	70	5810	59	53.6	5	5
60	5000	-38	140	5860	25	63.5	0	4
62	5000	-36	150	5900	24	60.08	0	11
65	2014	-20	200	5850	41	69.98	5	6
66	436	1	4	5780	50	70.34	3	8
66	830	3	40	5790	76	66.02	0	14
63	1112	-8	30	5780	82	66.38	2	18
62	1210	-17	30	5770	81	67.82	2	12
60	501	-22	2	5750	85	70.88	2	9
63	875	-15	0	5780	76	68.9	5	7
60	1601	7	30	5790	66	62.06	5	14
58	5000	59	60	5750	58	41.9	6	4
34	5000	-63	150	5670	19	37.04	8	3
36	5000	-52	100	5760	19	41	0	3
44	2280	-54	250	5770	19	55.76	4	3
53	2047	-43	150	5810	19	63.5	2	3
52	5000	-69	200	5810	19	56.48	2	3
53	3720	-50	200	5870	19	61.34	3	3
58	311	-24	200	5830	27	69.98	2	3
55	2536	28	80	5760	64	56.48	0	6
50	1154	-22	60	5680	52	61.52	0	6
48	2933	-40	300	5780	19	59.9	4	5
51	3064	-33	200	5810	19	62.78	3	3
62	826	-16	300	5760	32	64.76	0	4
40	5000	2	50	5680	58	42.98	0	7
44	111	-52	40	5750	26	68.18	0	5
49	5000	-48	70	5790	19	54.68	5	5
53	5000	-37	150	5770	19	55.58	3	4
53	5000	-26	150	5750	19	51.08	0	3
53	5000	-31	70	5720	19	51.44	0	2
55	948	-48	200	5760	19	70.7	3	5
51	5000	-50	120	5780	19	50.9	0	3
54	5000	-22	150	5660	19	48.56	4	4
48	3687	-10	150	5610	58	46.94	2	4
53	5000	0	60	5640	51	44.24	0	6
49	5000	-19	70	5680	52	45.68	3	6
48	5000	-28	150	5650	19	45.32	5	3
51	5000	-25	300	5710	19	48.38	4	4
47	508	-10	100	5680	57	58.64	4	3
50	2851	-5	70	5630	50	50	4	8
51	111	-14	200	5730	53	72.5	3	2
51	5000	-36	70	5690	23	51.26	3	3
50	3704	18	40	5650	61	46.94	3	5
39	5000	8	100	5550	85	39.92	4	1
