81	45	68	169	73	6	151	44	19	146	173	336	186	75	7	0	183	189
85	42	66	122	54	6	148	46	19	141	172	317	174	88	6	14	180	182
101	42	62	175	67	6	149	43	19	139	169	341	165	65	7	11	202	209
101	56	104	185	53	6	257	26	28	168	275	956	230	83	5	26	180	184
83	42	66	156	67	7	150	45	19	144	174	333	159	78	4	2	182	188
93	45	86	201	69	7	184	35	22	145	203	523	183	72	0	4	194	197
81	43	68	125	57	8	149	46	19	146	169	323	172	83	6	18	179	184
98	49	84	219	74	7	190	34	22	154	208	558	209	74	4	7	195	195
104	52	94	208	66	5	208	31	24	161	227	666	218	76	11	4	193	191
89	44	68	113	50	7	150	45	19	147	171	328	189	88	6	5	179	182
87	46	71	159	66	6	151	44	19	146	175	343	189	73	2	0	186	190
99	51	92	203	65	5	209	31	24	159	232	671	214	78	5	11	191	189
89	40	76	188	76	7	150	44	19	136	174	342	148	72	3	8	193	197
110	58	106	180	51	6	261	26	28	171	278	998	257	83	9	13	181	182
91	42	84	209	75	6	171	38	20	138	189	446	161	69	3	12	196	201
107	55	98	199	59	7	240	27	26	168	258	866	245	80	3	1	186	184
86	43	66	130	56	7	152	44	19	142	177	340	173	81	6	14	181	185
82	44	72	150	64	7	154	44	19	144	181	350	177	80	0	16	183	187
81	46	71	130	56	7	153	44	19	149	172	342	191	81	3	14	180	186
82	44	72	136	61	7	147	46	19	143	173	317	183	81	6	17	181	185
85	42	64	121	55	7	149	46	19	146	167	323	172	85	1	6	179	182
86	46	70	149	65	8	149	45	19	146	170	331	185	77	6	6	183	188
90	41	71	169	68	7	150	44	19	138	175	336	157	71	3	18	192	197
104	49	89	168	54	4	212	31	24	153	238	682	198	78	1	23	190	189
83	44	68	144	61	8	147	45	19	143	170	325	180	74	1	1	185	191
100	50	81	197	67	6	186	34	22	158	206	531	198	74	6	1	197	198
81	44	72	139	60	6	153	44	19	146	180	347	178	81	1	15	182	186
81	44	68	120	53	6	151	45	19	147	170	333	178	86	4	5	179	183
96	37	74	199	74	5	165	39	20	128	188	419	136	72	1	3	196	200
85	45	65	128	56	8	151	45	19	145	170	332	186	81	1	10	179	184
79	47	74	141	61	7	153	43	19	149	175	349	199	77	6	10	183	189
85	42	59	132	58	7	149	46	19	144	166	320	172	83	8	4	179	182
95	36	73	191	73	6	156	41	19	126	184	374	124	71	2	19	199	204
94	43	68	170	67	6	142	46	18	142	164	310	177	65	10	8	198	203
80	45	71	128	56	7	151	45	19	147	171	337	176	79	3	16	181	187
86	42	65	116	53	6	152	45	19	141	175	335	172	85	5	4	179	183
82	45	68	150	69	5	148	45	19	144	169	322	184	80	5	0	181	184
107	57	106	179	51	8	257	26	28	172	275	954	232	83	2	20	181	184
87	44	70	179	75	6	146	45	19	141	167	326	178	69	6	1	194	201
83	46	73	137	59	6	148	45	19	146	167	327	183	75	8	0	185	191
94	37	73	186	71	7	154	42	19	127	171	362	132	67	2	8	197	206
82	43	73	154	65	7	151	44	19	143	178	341	160	76	5	11	185	189
86	46	73	125	57	6	151	45	19	147	170	334	188	82	9	11	180	184
83	41	70	155	65	7	144	46	19	141	168	309	147	71	4	12	188	195
87	42	76	159	65	5	155	42	19	138	184	362	157	76	6	12	189	193
109	55	102	169	51	6	241	27	26	165	265	870	247	84	10	11	184	183
90	38	75	164	64	7	151	43	19	131	168	345	139	66	0	0	195	204
98	52	86	207	69	5	192	33	22	161	212	570	221	75	4	6	194	195
98	40	77	171	61	6	172	37	21	139	197	457	141	72	4	17	199	201
94	37	72	193	72	6	158	41	19	133	184	385	127	70	0	14	200	204
85	45	70	130	58	8	151	45	19	146	171	334	187	79	2	5	181	186
86	45	73	152	63	6	149	44	19	145	170	335	176	71	6	1	189	196
82	41	70	155	64	7	148	45	19	138	172	328	152	72	5	17	187	195
90	42	63	126	55	7	152	45	19	142	173	336	173	81	0	15	180	184
102	51	92	194	60	6	220	30	25	162	247	731	209	80	7	7	188	186
113	57	109	194	56	6	260	26	28	175	288	982	261	85	11	21	182	183
87	43	65	127	56	8	149	46	19	143	169	322	171	85	6	3	180	182
82	44	63	123	54	7	151	45	19	147	166	329	185	81	3	4	179	182
86	42	65	125	54	7	150	45	19	140	171	327	172	85	2	8	180	182
107	57	102	184	55	7	234	28	26	171	243	822	229	77	7	11	187	187
99	51	88	188	62	5	203	32	23	158	222	625	219	77	8	26	191	190
87	41	73	158	64	7	151	44	19	138	175	341	152	73	3	8	190	194
89	40	72	155	63	7	146	45	19	135	175	321	145	72	4	10	192	196
101	54	106	188	57	7	236	28	26	164	256	833	253	81	6	14	185	185
81	47	69	146	64	6	151	44	19	147	171	340	195	75	5	0	183	188
91	45	76	171	69	7	150	44	19	144	170	340	179	69	12	1	195	201
84	45	68	148	64	6	146	46	19	142	168	317	180	75	5	1	183	187
96	41	77	177	64	5	177	36	21	134	205	485	148	74	0	4	196	198
97	45	72	187	71	5	161	40	20	144	178	399	186	70	7	7	196	203
96	47	77	204	72	6	167	38	20	150	188	429	182	69	6	16	199	203
109	52	95	189	58	4	227	29	25	158	262	776	217	82	0	19	187	186
106	54	100	227	67	4	250	27	27	162	280	923	262	88	5	11	182	182
81	46	71	141	61	7	153	44	19	148	177	347	190	80	1	14	182	187
86	42	65	113	50	8	152	45	19	141	169	332	171	85	4	16	179	183
86	47	75	165	68	6	154	43	19	146	176	356	190	74	7	3	188	194
108	57	106	177	51	5	256	26	28	170	285	966	261	87	11	2	182	181
89	41	75	162	66	5	153	43	19	136	175	352	154	72	2	0	188	195
98	38	70	186	68	6	164	39	20	136	189	413	129	71	3	17	200	203
88	40	73	173	68	7	150	44	19	137	174	341	151	69	2	20	196	200
86	45	71	155	66	7	146	45	19	144	167	322	176	72	5	6	189	196
80	43	71	133	60	7	150	45	19	146	170	330	176	81	6	15	180	184
89	44	70	158	64	6	141	47	18	143	164	299	173	66	9	11	193	199
96	36	74	183	70	6	149	43	19	127	178	341	127	69	0	17	201	205
87	43	70	169	72	7	152	44	19	145	177	341	171	76	6	12	184	187
85	45	70	120	54	7	149	45	19	145	169	326	186	81	8	4	181	184
99	47	91	226	74	5	202	32	23	148	234	629	186	79	4	11	192	191
85	42	70	130	56	7	150	45	19	145	177	328	172	82	10	14	181	185
102	53	101	238	72	4	238	28	26	163	267	844	242	85	7	22	184	184
101	53	91	194	65	6	204	32	23	161	231	636	214	78	5	14	192	192
91	46	75	185	75	7	154	42	19	147	178	362	192	72	8	8	192	199
95	43	71	159	64	6	145	45	19	141	169	322	171	67	8	4	195	200
81	43	68	139	62	7	149	46	19	145	172	323	171	83	1	14	180	184
100	49	80	206	70	6	183	35	21	156	206	517	198	73	3	13	198	199
82	43	71	154	68	7	150	45	19	143	171	330	173	78	7	11	181	186
78	43	70	147	65	8	147	46	19	145	169	319	168	77	1	12	181	186
105	50	93	173	54	4	222	30	25	159	254	735	206	83	4	12	186	184
94	45	89	213	71	5	186	35	22	145	204	533	182	71	4	13	195	198
86	42	64	122	54	6	148	46	19	143	170	319	171	87	1	3	179	182
83	46	71	156	70	6	151	44	19	147	174	338	198	80	3	11	181	186
85	43	66	130	57	6	151	45	19	143	173	333	168	86	4	9	180	183
106	54	105	164	48	5	247	27	27	165	269	891	243	84	12	1	181	182
94	45	72	179	69	6	156	41	19	144	181	373	191	69	5	5	193	198
86	43	70	126	56	6	148	46	19	145	166	317	171	86	6	9	179	182
95	47	73	195	70	7	167	38	20	152	184	430	185	69	9	19	200	206
86	43	61	119	53	8	150	46	19	144	169	326	172	85	8	8	179	182
107	55	103	167	49	7	252	27	28	172	269	904	239	83	5	30	179	186
109	55	96	191	57	6	241	28	26	170	267	857	242	85	8	9	184	184
92	45	74	187	74	7	157	41	19	143	179	375	183	70	8	6	195	201
88	43	70	177	74	19	152	44	19	143	180	342	168	76	1	9	186	189
88	44	70	151	61	8	143	46	18	143	163	311	173	68	7	8	196	203
94	39	75	184	72	8	155	42	19	133	175	365	145	70	4	5	192	200
86	45	66	126	57	8	148	46	19	145	170	321	186	86	0	7	179	182
108	56	102	246	75	6	239	28	26	167	264	855	228	82	9	13	186	185
85	43	66	121	54	7	150	46	19	147	169	324	175	87	0	5	179	182
98	35	70	182	68	5	155	41	19	124	184	371	117	71	3	22	202	205
86	43	69	123	54	6	150	46	19	144	174	325	177	87	3	7	180	182
85	42	66	120	53	7	149	45	19	145	173	325	163	85	5	4	180	182
100	51	89	199	65	6	201	32	23	159	219	622	205	74	6	7	193	193
84	44	65	128	55	8	150	46	19	148	169	325	176	82	1	11	179	183
79	43	72	141	62	8	153	44	19	144	175	344	174	78	0	8	182	188
96	43	82	161	55	5	186	34	22	141	215	534	162	75	0	6	195	196
98	46	77	199	71	7	166	39	20	150	184	422	180	69	13	9	200	203
87	42	60	116	51	6	150	46	19	141	169	324	171	85	2	14	178	182
92	37	75	191	71	6	161	40	20	128	180	393	135	69	1	14	195	202
83	44	70	166	69	5	143	46	18	143	166	306	170	69	7	6	188	193
88	44	71	165	70	7	144	46	19	141	167	312	172	71	4	4	188	193
98	51	84	207	72	7	184	35	21	161	199	520	198	72	9	11	196	199
86	44	70	140	64	6	148	45	19	145	170	322	185	82	10	1	181	183
86	44	65	129	56	6	152	45	19	150	168	331	177	83	4	13	178	183
97	49	76	203	73	7	178	36	21	157	194	487	186	72	0	7	197	200
84	43	76	180	75	7	155	43	19	143	180	359	173	77	5	12	185	190
95	43	83	198	69	6	177	36	21	139	189	484	163	68	6	4	196	198
90	38	79	185	69	6	160	40	20	130	178	393	133	66	2	14	198	205
84	42	76	156	64	7	151	44	19	143	179	339	157	75	0	20	187	193
85	44	66	125	58	6	148	45	19	145	170	323	185	84	8	1	180	183
97	47	88	183	60	7	197	33	23	148	214	596	201	74	8	0	192	191
82	43	73	158	68	7	151	44	19	145	181	337	173	80	2	17	183	188
105	51	80	207	71	6	195	33	22	159	214	579	188	75	6	20	194	194
86	45	70	122	56	7	148	45	19	144	170	324	186	84	9	5	180	183
89	41	76	183	73	7	157	42	19	136	181	373	153	74	8	12	191	195
96	46	70	194	70	6	167	39	20	148	183	427	171	69	17	10	200	203
110	56	109	199	57	5	251	27	27	169	272	928	268	82	11	10	183	183
99	38	74	184	66	6	164	39	20	131	193	414	137	71	2	22	200	202
85	42	66	120	53	7	149	46	19	143	169	321	160	85	10	7	180	182
106	57	107	235	67	6	262	26	28	171	285	987	260	86	9	31	180	184
86	45	71	170	70	6	146	45	19	146	172	321	189	71	10	8	187	191
92	37	75	184	70	6	154	42	19	131	184	363	127	71	0	4	198	202
83	42	71	152	64	7	149	45	19	142	172	331	158	74	2	2	184	190
102	54	98	201	61	6	225	29	25	165	246	766	231	79	9	14	188	187
94	44	70	186	72	8	153	42	19	144	171	361	178	67	7	2	199	206
96	46	74	202	74	5	163	39	20	149	185	408	191	70	7	8	196	200
96	44	68	190	70	7	155	41	19	145	179	372	166	67	5	7	202	206
103	52	103	170	52	7	236	28	26	160	254	816	250	82	3	23	183	184
114	57	102	181	52	6	257	26	28	169	287	968	261	85	2	21	182	184
105	51	93	160	51	7	217	30	24	165	240	703	208	81	9	25	188	188
100	50	98	204	63	6	218	30	24	156	232	719	213	77	8	7	189	189
87	39	74	165	66	6	145	45	19	134	173	318	139	70	3	21	195	200
85	43	69	141	62	7	152	44	19	145	178	341	179	84	1	4	181	184
80	43	68	123	53	7	150	46	19	147	169	327	176	81	7	14	179	184
100	36	73	199	73	6	162	40	20	127	189	401	125	72	6	19	200	204
81	45	68	137	60	7	152	45	19	151	167	333	179	81	3	13	179	183
84	43	70	123	54	8	151	45	19	146	173	332	176	81	1	12	181	184
88	39	70	166	66	7	148	44	19	134	167	332	143	69	5	13	193	201
80	44	68	120	53	8	151	45	19	146	170	333	190	80	4	16	180	185
87	42	70	139	59	7	149	45	19	142	177	327	156	78	6	9	185	188
97	38	75	188	68	6	171	37	20	129	199	450	137	74	2	6	197	199
106	53	98	154	47	4	237	28	26	164	263	838	222	82	4	17	185	184
85	43	66	123	56	6	148	46	19	145	166	319	171	85	6	11	179	182
85	43	66	120	54	5	148	46	19	145	168	320	174	87	8	2	179	181
98	46	88	191	63	6	192	34	22	147	215	563	174	73	2	26	194	197
87	41	76	165	67	7	148	45	19	140	171	327	152	72	7	13	188	195
92	39	76	180	71	6	152	43	19	131	179	350	143	72	6	14	195	200
93	47	84	205	71	7	176	36	21	152	190	476	201	70	7	19	198	201
81	43	68	148	64	7	150	45	19	144	175	330	171	80	1	2	182	185
83	46	68	139	59	6	150	44	19	146	172	336	183	74	5	3	185	191
98	38	72	192	69	5	166	38	20	131	189	427	138	70	1	3	200	202
85	43	66	123	55	7	150	45	19	146	172	326	173	83	4	15	180	183
81	45	68	154	69	22	151	45	19	147	186	335	186	88	1	10	180	185
97	37	70	173	66	7	151	43	19	129	167	346	119	65	0	16	201	208
100	47	70	185	70	7	162	40	20	153	179	406	172	68	9	6	200	205
111	58	105	183	51	6	265	26	29	174	285	1018	255	85	4	8	181	183
