9.08	8.5	18.4	1.44	7.6	2.44	11.97	48.4	5.5	82.57	201.33	8.18	3.84	19.39	32.58	88.41	28.92	54.51	10.59	1.14	0.38	18430	59.17	34.6	54.57	12.68	45.87	4.89
7.72	9.09	23.6	2.31	8.37	2.27	18.38	51.1	5.1	93.41	280.36	10.22	5.02	11.84	24.23	83.32	28.09	59.07	9.46	1.26	0.36	17939	56.87	29.1	28	9.29	40	5.62
7.48	6.72	16.3	2.97	7.32	3.71	10.77	51.9	5	77.75	130.17	7.15	3.09	23.54	27.66	94.99	31.14	61	13.95	1.4	0.78	21309	63.57	55.8	68.82	31.94	34.59	6.25
7.74	7.63	18.1	2.74	7.53	3.38	15.2	51	4.8	72.9	169.06	7.76	3.48	17.1	28.73	89.75	30.3	59.65	9.88	2.14	0.42	19702	61.87	36.1	49.05	15.24	38.33	5.25
7.67	6.36	14.7	2.37	6.66	4.77	11.82	54.2	4	105.37	108.89	8.76	3.72	18.54	26.55	95.83	29.62	65.41	13.9	3.24	0.88	22533	64.92	51.7	60.72	23.52	33.49	6.79
7.17	9.36	26.8	1.66	10.84	2	12.91	42.5	8.7	45.61	186.74	5.97	3.01	5.45	17.79	74.62	31.19	50.88	8.21	3.3	0.57	17134	57.56	28.7	36.35	7.9	40.4	6.65
7.18	8.8	17.2	2.49	8.48	2.48	14.55	51.7	4	59.15	162.14	6.48	3.1	11.59	25.07	88.78	28.91	63.16	13.5	1.47	0.42	19574	61.91	61.2	64.66	35.04	39.44	5.13
6.38	9.62	19.6	2.11	10.34	3.05	14.67	47.8	5.5	59.26	129.91	6.49	3.34	9.61	27.26	86.15	32.69	53.69	10.47	0.96	0.47	17936	64.65	31.8	48.59	18.29	43.3	5.01
8.76	6.82	15.9	2.73	6.41	2.99	15.43	49.9	5.9	108	148.69	9.1	3.88	17.6	30.19	91.9	27.37	61.26	14.06	1.6	0.24	19655	58.79	40.1	50.53	16.66	49.18	6.55
7.16	10.12	24.6	1.79	10.43	2.28	20.05	47.7	4.9	59.62	129.91	6.37	3.35	7.89	21.38	77.63	30.72	53.67	8.47	1.91	0.49	15558	57.5	22.6	28.07	0	45.67	4.63
7.72	9.66	26.4	1.73	9.41	1.9	14.13	44.6	5.4	82.52	134.18	8.96	4.61	6.96	15.26	72.84	28.86	52.14	6.86	2.1	0.32	17780	60.96	35.8	42.21	15	49.89	7.06
7.31	9.5	20.3	2.65	9.52	2.23	15.83	47.5	7.5	62.23	159.48	8.61	4.26	9.41	22.81	86.18	31.81	54.1	6.7	0.99	0.24	17223	62.47	25.1	52.86	24.01	44.48	5.64
5.72	13.33	38.4	2.28	13.38	2.11	9.49	41.8	5.9	36.97	154.6	7.11	3.95	5.59	12.11	65.11	35.34	53.42	5.26	1.7	0.19	17644	63.35	20.4	28.74	15.91	42.42	5.53
6.79	6.81	15.5	2.62	6.52	3.04	12.34	53.4	5.6	94.59	238.96	10.1	4.45	19.39	27.86	90.02	29.3	71.4	17.46	2.37	1.01	21604	63.15	113.3	72.55	34.66	32.4	6.56
6.43	9.6	31.9	3.43	10.06	2.01	12.58	45	7	63.48	213.4	8.59	4.29	6.92	16.06	75.45	28.5	55.26	3.43	1.91	0.04	18276	58.69	19.2	32.97	12.34	50.26	4.13
7.15	9.45	20.8	3.02	8.51	5.48	13.5	46.2	6.1	70.92	174.69	7.68	3.67	11.42	25.93	91.05	32.14	59.34	11.93	1.48	1.15	20233	63.18	39.2	62.79	40.24	30.66	5.32
5.88	13.01	36.9	1.51	12.32	2.63	13.29	39.5	10.3	42.98	172.65	7.49	4	2.96	13.82	64.16	34.46	52.66	14.21	6.1	0.86	14590	65.11	27.3	16.48	0	30.34	8.05
9.04	8.04	28.9	3.15	7.72	3.29	11.61	47.9	4.6	82.91	130.42	10.4	4.82	13.38	19.03	82.96	26.88	57.52	9.45	2.09	0.74	19156	56.08	26.9	49.1	16.97	34.76	7.77
6.52	10.39	19.2	2	9.56	2.15	14.17	47	5.5	64.29	169.25	7.43	3.77	13.94	26.15	86.92	32.64	55	12.37	1.08	0.53	17735	63.48	29.2	39.61	9.54	44.08	6.48
7.58	7.44	20.1	2.95	8.32	3.58	12.54	50.8	5.3	75.14	227.07	8.63	3.84	19.37	27.08	83.53	29.65	58.43	6.64	1.54	0.23	21265	61.58	34.8	58.2	36.17	39.61	6.63
7.18	9.99	19.1	1.98	8.89	1.41	17.38	47.6	5	69.11	163.26	8.31	4.12	10.61	22.15	85.73	31.7	57.91	11.18	1.05	0.38	17522	62.41	24.3	40.65	16.57	33.98	4.88
7.37	9.17	18.6	2.38	9.05	1.15	13.54	50.8	5.2	72.82	186.26	7.38	3.53	18.68	26.64	83.71	31.55	59.71	10.61	1.34	0.5	19016	63.77	39.3	57.51	27.76	41.2	6.16
6.29	10.86	23.7	1.98	10.98	2.36	18.27	46.2	6.3	45.91	207.66	6.35	3.17	8.45	26.3	83.91	33.5	56.08	9.56	1.04	0.67	17672	63.59	32.5	55.15	27.72	51.89	5.01
8.16	10.44	30	3.3	9.49	2.42	17.47	44.5	5.9	46.62	148.06	7.82	4.24	8.82	19.41	79.41	26.33	57.59	7.41	2.28	0.37	17558	58.74	29.7	41.74	18.46	45.49	5.36
8.6	6.02	21	3.46	7.6	2.94	12.89	49.7	5.7	98.4	214.17	11.01	4.84	28.67	25.62	85.52	27.07	60.92	9.98	2.47	0.73	19646	56.78	21.4	23.46	0	46.72	7.73
7.95	5.83	18	3.12	6.41	4.18	11.29	54.5	4	114.57	237.6	10.04	4.21	32.34	36.71	88.34	27.35	61.18	12.51	1.84	0.17	22715	61.58	31.8	47.3	9.6	42.51	9.21
8.14	7.01	19	2.95	6.9	4.02	12.96	52.6	4.9	93.52	169.89	8.7	3.79	22.78	36.16	88.02	28.46	63.06	11.44	1.4	0.21	20617	60.39	53.3	50.12	17.5	52.04	5.84
8.16	7.01	20.5	3	7.48	2.37	12.62	47.5	7.7	87.97	205.3	9.14	4.37	11.57	23.91	79	30.21	58.12	10.86	2.27	0.61	19229	55.52	28.3	27.51	0	45.23	7.58
7.09	9.44	16.4	2.03	7.72	1.74	17.37	49.4	5.2	80.58	171.52	7.22	3.61	8.63	27.98	88.24	29.39	60.25	9.6	0.52	0.34	16405	62.44	44.1	73.98	47.07	44.49	2.85
8	6.25	16.1	3.35	6.26	3	13.87	54.2	4.7	104.21	132.44	7.69	3.28	23.75	27.48	92.05	27.92	63.78	13.44	1.56	0.97	21494	62.88	65.4	68.63	36.92	41.24	6.2
6.84	6.25	18.7	2.9	6.64	5.64	11.43	51.4	5.3	81.17	140.76	7.72	3.41	14.12	29.03	89.12	29.54	64.73	15.16	2.09	0.61	23876	61.43	48	59.92	27.74	35.79	9.15
8.39	6.21	19.2	2.16	7.76	3.54	12.39	49.7	9.1	79.89	102.88	7.23	3.23	5.53	33.66	90.1	30.57	51.75	8.69	1.64	0.35	20113	61.66	34.8	54.12	28.3	41.92	4.57
6.84	11.25	28	1.93	11.3	4.42	10.49	42.5	7.5	48.98	140.58	6.86	3.63	7.07	16.09	78.15	34.96	57.62	10.32	6.3	1.99	18624	64.42	61.3	60.14	42.76	21.43	6.11
7.98	6.22	13.4	2.47	6.83	1.91	13.35	53.7	4	111.61	185.59	8.44	3.76	12.46	25.93	90.3	28.27	63.67	8.72	0.91	0.59	20041	63.34	38.7	53.04	7.13	50.6	5.63
8.34	8.13	25.8	1.97	8.08	1.49	15.95	43	9.2	55.06	147.5	6.97	3.58	5.41	15.19	72.69	28.39	56.27	7.17	2.57	0.26	17881	58.32	23.9	30.52	0	39.59	6.95
6.71	9.5	19.6	2.04	9.22	3.36	12.73	50.8	5.7	57.07	155.74	6.85	3.45	12.04	26.11	86.87	30.88	59.79	11.72	1.21	1.36	19768	65.45	50.6	54.99	15.41	37.31	6.51
7.2	8.71	19.6	2.31	8.73	3.31	12.7	48.9	5.6	68.7	164.68	7.34	3.62	11.31	29.1	89.11	31.79	55.79	9.27	1.15	0.9	19467	63.14	33.3	46.05	15.71	45.84	5.99
6.18	6.54	18.4	3.36	7.44	7.9	10.13	51.6	5.7	66.63	81.5	6.37	2.85	15.53	28.09	94.7	30.59	62.25	12.56	1.38	0.64	24808	65.14	35.6	52.39	16.92	32.49	9.43
5.79	9.62	22	2.81	9.24	3.13	15.47	48.4	6.7	56.55	162.48	6.69	3.34	6.33	23.58	85.78	32.21	55.83	8.25	1.44	0.56	18502	65.94	26.2	44.55	11.72	38.53	5.79
7.1	8.5	19.1	3.04	9.62	1.92	14.24	50.9	6.2	66.47	220.5	7.64	3.6	16.77	23.08	87.09	30	53.46	11.02	1.08	0.37	18560	60.24	41.4	61.72	36.57	45.58	5.08
6.25	7.26	18.8	3.12	7.52	4.94	11.64	50.4	5	56.73	112.39	6.34	2.85	11.61	28.37	87.24	30.61	61.18	12.01	2.2	0.46	24399	62.59	45.9	60.24	35.21	29.48	8
7.91	11.35	33.5	2.46	10.68	1.79	18.34	44.4	5.2	54.37	175.64	8.34	4.38	7.61	20.97	67.32	29.67	50.98	8.5	2.77	0.18	15905	59.56	22.1	24.9	0	52.08	5.48
6.42	10.27	26.6	2.69	10.52	2.46	14.48	44.6	5.4	54.66	146.41	7.66	3.83	6.19	14.65	80.2	38.18	51.98	8.47	2.01	0.68	18436	62.89	40.1	52.23	33.16	38.21	3.87
6.55	6.13	14.9	3.08	7.19	3.71	10.32	52.8	4.7	81.93	131.74	7.04	3.09	12.22	25.12	93.79	30.37	65.16	13.48	2.44	0.82	22069	66.24	70	71.35	32.79	27.33	6.77
5.82	10.72	18.6	2.1	10.73	2.61	19.72	45.4	7.9	39.51	125.69	5.46	2.88	8.77	24.82	85.05	34.15	55.63	11.54	1.06	0.46	15945	61.6	27.4	46.55	16.96	39.87	2.72
6.1	10.47	23.4	1.29	12.36	1.32	25.8	40.7	10.7	31.5	106.69	5.19	2.68	6.79	16.68	73.51	34.56	45.82	8.2	0.68	0.24	14293	59.66	21	38.69	4.97	47.79	2.6
5.92	9.38	18.5	1.76	11.08	2.96	15.84	43.9	7.2	33.72	132.54	4.6	2.41	8.71	22.91	84.19	32.93	53.71	9.32	1.04	0.48	16150	62.41	30.2	50.28	18.4	50.42	6.94
7.29	7.88	16.7	2.43	8.87	4.24	10.55	48.4	8.3	69.29	110.32	7.59	3.58	7.88	31.56	90.72	30.32	58.81	11.45	0.99	1.36	19397	62.75	40.6	54.4	33.36	44.37	5.99
6.22	8.37	18.8	2.25	9.92	2.1	23.54	44.4	16.9	47.16	112.02	5.18	2.57	11.05	20.91	77.27	33.73	50.73	7.5	1.26	0.53	14747	62.04	28.1	41.22	11.68	46.54	5.22
8.41	5.15	21	2.35	6.47	1.67	18.73	46.3	24.5	99.39	141.4	7.66	3.26	9.14	17.06	82.65	26.97	48.45	11.35	4.06	0.57	14491	50.53	32.6	34.64	9.12	20.99	5.77
5.51	8.63	17.3	1.78	9.73	2.54	17.73	43.4	11.4	41.84	120.07	4.96	2.44	8.93	19.54	80.59	33.61	49.03	9.42	0.82	0.38	16052	58.56	31.6	58.17	36.83	35.55	3.56
5.34	8.72	22.3	3.03	10.43	8.19	11.43	44.9	9.3	41.92	132.27	5.51	2.69	8.46	20.62	87.96	34.47	58.92	15.76	1.45	1.39	20173	61.91	38.8	60.67	35.19	30.22	5.99
6.43	9.39	20.1	2.13	10.22	1.62	15.81	44.2	12.1	43	142.14	4.93	2.44	14.98	18.65	86.82	32.9	49.59	6.29	0.48	0.14	15527	60.19	17.5	33.4	0	44.31	2.7
8.37	5.22	14.5	1.16	7.48	0.7	23.51	46.7	11	93.81	62.78	8.01	3.4	13.65	13.19	95.38	29.86	43.88	20.7	0.91	0.5	20810	48.64	45.1	25.83	7.29	10.88	3.37
6.7	6.98	15.5	1.51	8.7	0.96	26.42	44.1	10	52.58	77.52	4.36	2.08	5.97	12.59	83.48	32.91	49.17	5.21	0.49	0.26	15031	52.94	16.9	49.47	0	40.56	3.4
7.27	7	14.9	2.19	9.1	1.07	26.02	43	19.2	65.44	153.52	6.76	3.11	8.36	17.62	83.09	33.78	52.25	8.48	0.87	0.25	13075	57.83	17.2	16.45	0	54.65	5.75
6.26	8.85	16.9	1.23	9.01	2.58	15.95	49	7.2	32.97	142.24	4.12	2	12.24	22.8	85.21	33.25	53.91	10	0.58	0.29	15598	61.73	25.1	46.8	0	41.5	2.18
5.57	9.67	21.8	2.18	10.87	1.21	22.56	45.3	17.2	44.32	99.54	6.56	3.4	15.14	19.34	69.02	33.3	48.44	10.47	0.82	0.31	14324	60.84	20.9	36.78	0	48.64	2.74
7.18	8.5	19.9	1.81	9	1.07	26.85	44.1	15.1	47.89	108.16	5.23	2.55	8.72	15.78	87.34	32.04	49.03	7.95	0.68	0.23	14094	51.95	23.6	35.28	7.4	48.48	4.57
5.83	8.36	18.9	2.28	9.93	2.83	20.32	46	14	40.15	109.43	4.55	2.18	5.31	19.96	76.48	33.98	50.29	7.69	0.99	0.5	15396	58.85	21.9	29.06	0	40	5.03
6.35	9.87	17.3	1.87	11.16	0.88	24.69	44.5	20.4	34.29	127.43	4.98	2.54	13.43	17.8	67.62	31.56	49.03	5.02	0.58	0.21	14514	54.25	17.5	28.27	0	47.86	2.53
6.38	8.85	16.4	2.33	9.71	2.93	16.11	47.8	8.9	42.14	126.82	5.65	2.85	13.76	28.8	85.36	32.12	52	10.4	0.57	0.46	17383	62.97	25.2	35.73	0	51.08	5.4
6.28	8.53	15.8	1.7	9.66	1.13	20.05	46.9	15.7	41.49	119.76	5.21	2.5	8.86	21.72	78.51	32.06	50.47	7.05	1.08	0.16	14048	58.01	30	58.38	37.75	42.98	1.81
6.28	9.12	17.3	1.81	9.51	2.49	14.71	47.4	7	47.7	147.41	6.1	3.01	9.24	20.22	83.62	32.21	53.51	7.11	0.96	0.33	16406	60.42	20.5	38.35	17.76	44.88	6.12
5.59	9.98	19.7	1.99	10.01	2.75	16.91	45	9.6	33.47	109.54	4.4	2.28	7.8	19.27	81.52	34.59	54.79	8.82	0.91	0.46	15950	59.79	25.9	41.84	9.73	40.06	5.07
5.4	9.05	18.6	1.15	10.06	1.76	18.18	42.4	13.1	51.85	104.07	5.6	2.77	7.38	16.13	77.46	33.07	48.87	6.87	0.6	0.17	15278	55.64	16.4	37.87	9.94	49.07	4.31
7.03	9.46	17.8	1.75	9.97	3.01	12.37	48.1	5.8	60.2	131.41	6.67	3.21	8.09	27.24	88.98	32.24	57.02	12.35	1.1	0.51	17157	64.51	42	65.36	30.16	43.3	4.44
6.73	10	20.4	2.51	11.08	2.23	18.82	43.1	11.6	35.02	139.71	5.25	2.57	10.34	19.9	82.08	33.96	48.58	8.06	1.24	0.35	15966	57.13	29.6	56.33	29.53	44.48	5.93
6.43	9.05	14.5	1.82	10.02	2.51	15.82	47.7	8.5	45.67	126.51	5.85	2.83	13.57	28.1	83.15	31.06	55.72	8.06	0.88	0.24	15923	60.48	21.5	39.18	3.81	49.69	5.79
5.77	9.88	15.2	2.01	9.98	1.88	15.3	49	7.3	46.91	143.58	6.2	3.18	10.03	23.96	80.96	31.04	51.98	7.23	0.73	0.12	15191	57.49	14.4	24.02	0	47.33	4.3
9.21	8.94	18.5	1.33	8.89	1.97	19.23	45.5	8.4	71.94	127.45	7.52	3.7	8.14	20.05	81.22	25.5	50.19	9.97	7.32	0.37	14906	56.8	38.8	46.75	28.21	35.42	3.17
8.34	6.13	17.1	2.47	7.45	2.84	15.49	43.9	14.3	93.41	213.75	8.48	3.71	7.23	34.22	95.48	27.55	53.59	9.48	9.4	0.76	12857	59.89	37.1	20.2	2.5	20.73	12.87
8.59	8.28	18	1.1	7.81	2.51	15.99	46.9	7.6	65.75	163.74	6.47	3.07	11.27	27.5	85.75	26.79	58.03	13.35	2.23	0.27	15920	58.62	40.5	60.24	24.43	45.86	5.56
9.54	7.19	15.9	1.67	7.64	1.29	20.77	46.3	10.2	131.58	140.91	9.3	4.54	7.68	22.53	83.96	24.76	54.49	11.32	1.12	0.11	14132	50.42	19.6	30.97	0	45.6	3.38
7.18	10.11	24.2	2.93	8.7	3.67	15.18	47.4	6.2	66.67	167.94	7.75	3.7	13.03	29.01	90.2	29.81	56.31	10.87	6.32	0.41	16690	59.22	37.9	47.45	16.02	33.86	6.92
7.75	8.05	20.8	1.87	8.83	4.41	14.19	44.7	14.1	70.68	200.66	7.39	3.5	6.31	25.13	94.54	30.3	55.43	10.26	7.93	0.87	14887	60.71	37.3	23.14	9.72	19.56	10.09
7.4	7.29	17.1	1.69	8.22	5.77	13.89	47.9	9.6	73.77	148.87	7.15	3.32	8.75	30.77	93.29	28.93	57.12	12.66	0.97	1.48	18010	60.65	38.6	56.66	27.21	38.01	6.02
7.99	6.69	17.6	1.81	8.12	2.88	15.54	46.4	16.7	82.51	164.55	7.41	3.37	9.08	31.31	92.85	27.63	52.37	9.84	6.56	0.78	13168	59.61	33.9	26.67	5.26	27.54	5.78
7.99	9.32	23.1	1.03	9.74	1.85	23.74	44.6	9.3	58.06	95.08	6.35	3.23	7.18	15.99	74.86	28.77	53.1	12.9	1.32	0.5	14062	59.79	29.1	44.08	14.66	48.84	3.71
10.51	5.59	12.9	1.67	6.23	2.95	17.44	46	9.9	122.03	163.03	9.75	4.17	16.66	35.79	89.11	23.82	57.12	17.73	1.18	0.92	15150	52.11	58	65.07	18.89	43.79	9.81
7.1	11.9	27.5	2.11	11.45	2.39	20.69	43.2	6.8	38.67	117.2	6.18	3.5	8.42	16.01	76.57	32.5	49.01	10.17	2.05	0.38	15667	56.81	30.5	49.06	0	49.62	4.58
6.88	9.08	21.1	2.3	8.88	6.56	12.65	46.2	8.4	64.58	101.65	6.54	3.12	9.37	28.88	92.17	30.98	63.75	19.13	0.96	1.46	19376	62.45	41.6	57.66	28.33	34.73	6.83
7.56	8.38	17.4	1.78	8.34	3.53	16.28	45.7	8.2	58.4	116.29	6.44	3.07	8.69	26.2	87.28	30.15	55.98	8.8	0.97	0.66	16597	60.8	29.7	47.98	24.79	43.74	3.13
8.31	9.57	22.4	1.43	9.16	2.51	17.22	42.8	8.8	57.14	130.63	6.56	3.41	8.16	18.85	78.15	30.49	50.2	14.76	0.89	0.31	15910	54.98	31.6	46.6	15.16	54.69	5.26
9.89	4.69	10.4	1.46	6.28	1.61	15.1	49.7	10.1	133.15	92.75	8.84	3.67	5.92	36.41	94.6	26.74	54.94	10.84	0.59	0.41	14690	59.37	29.6	41.59	15.63	41.53	5.15
10.1	5.43	15.2	1.79	7.14	1.96	17.51	50.1	11.9	124.44	133.42	9.53	4.09	10.86	32.58	92.07	25.24	54.64	13.56	3.5	1.02	13830	60.71	44.6	49.94	24.88	35.22	6.73
9.49	10.38	21.6	2.87	9.29	1.51	22.44	37.9	15.4	37.14	110.85	4.28	2.22	5	19.17	59.72	24.11	49.01	12.12	2.08	0.1	11836	50	21.1	21.5	0	35.71	5.12
8.56	6	13.1	1.28	6.7	2.22	16.73	52.7	6	119.63	153.5	9.08	4.01	13.88	33.13	87.82	25.62	57.01	14.05	0.62	0.4	14509	53.78	53.1	67.6	34.36	45.6	6.78
7.28	10.43	21.4	1.48	9.61	3.14	19.34	45.7	8.9	51.5	143.33	6.33	3.12	10.96	19.84	83.92	30.37	54.61	11.23	1.25	0.42	16015	58.5	29.3	49.51	5.72	48.52	4.49
9.93	8.23	18.1	0.98	8.94	2.06	18.73	44.9	9.4	88.02	144.36	9.31	4.38	9.22	22.24	80.63	24.74	50.32	11.59	1.17	0.38	14758	55.51	25.4	37.09	5.6	47.64	5.33
8.98	6.32	17.4	2.38	6.99	2.48	15.59	44.7	14.6	94.12	138.35	7.85	3.32	7.87	28.6	93.62	23.87	58.77	9.47	5.99	0.28	13673	57.32	31.1	21.71	5.24	33.99	8.77
8.79	9.97	26.9	1.92	9.99	2.1	19.87	47.8	8.5	45.03	142.14	5.93	2.88	11.46	19.19	80.54	30.75	49.15	9.03	0.99	0.37	16954	62.99	41.2	64.48	46.31	47.17	4.94
7.05	10.39	21.1	1.09	9.08	2.4	16.2	40.6	9.1	94.44	163.64	8.24	4.64	5.34	19.92	76.18	27.91	49.93	8.97	1.82	0.29	14402	58.94	31.6	29.89	0	51.24	5.73
9.77	8.36	23.4	1.81	8.13	3.25	18.18	43.5	18.2	103.85	138.46	10.53	4.62	14.21	21.58	75.68	24.15	50.7	15.33	1.4	0.12	12744	48.71	23.2	37.78	0	44.44	7.77
10.81	9.28	21.5	1.97	8.9	3.11	23.66	39.4	11.6	70.91	142.69	8.26	4.04	9.32	18.28	76.05	26.57	52.32	10	1.02	0.06	13993	53.85	17.4	25.27	0	54.44	5.9
9.73	8.24	18.6	0.69	8.12	2.25	22.32	44.7	9	76.67	163.27	8.77	4.21	13.68	24.43	84.04	27.46	55.72	16.13	1.37	0	13532	58.24	33.1	21.11	0	71.95	8
8.96	8.77	22.6	0.92	8.47	3.16	22.35	41.3	11.7	72.13	290.65	9	4.66	8.39	16.95	78.6	25.52	52.52	7.74	0.98	0.31	13546	50.43	18.3	19.13	0	44.62	6.92
7.96	7.77	13.8	0.58	7.06	2.66	18.71	50.9	8.4	106.06	120	7.55	3.6	7.22	28.66	85.77	26.41	53.98	7.97	1.62	0.13	14316	51	14	17.51	0	50.63	4.85
9.96	6.35	20.6	1.95	7.63	4	14.35	44	11.4	105.15	142.93	8.95	3.99	12.52	32.1	92.35	26.9	54.84	11.06	1.13	2.01	15519	55.53	40.2	46.59	21.59	36.01	8.83
11.79	5.71	11.8	1.83	6.23	1.57	17.86	45.4	11.2	115.69	167.42	7.8	3.27	7.24	30.09	87.89	23.89	54.88	8.25	1.11	0.16	15276	50.95	32.5	50.12	6.11	60.1	7.61
7.04	15.22	37.4	1.14	13.87	3.71	20.84	39.1	7.1	28.57	113.33	4.83	2.92	1.24	15.35	64.11	30.95	45.13	4	2.28	0.41	14737	57.56	17.4	14.88	0	57.35	4.47
7.84	9.47	19.6	1.74	8.76	2.21	17.6	44.1	7.7	48.98	139.27	5.36	2.69	8.2	20.2	87.07	29.77	53.49	9.42	1.21	0.39	15921	55.8	30.9	48.32	11.81	54.75	4.38
6.2	13.56	31.7	0.42	13.67	2.15	24.24	40.9	7.2	27.27	103.03	4.21	2.74	7.81	17.38	62.47	33.65	53.42	13.33	6.94	0.42	15995	58.78	33.9	29.81	0	29.92	2.38
8.4	6.65	21.3	2.17	7.62	4.21	13.78	43.9	16.3	103.11	123.71	8.41	3.69	10.2	31.2	96.86	28.58	57.36	11.72	5.62	0.82	14811	58.05	34.4	35.58	13.85	25.69	11.42
7.93	7.07	20.2	1.91	7.75	6.4	11.96	43.9	12.9	86.48	135.9	8.41	3.8	8.15	29.22	95.72	28.54	56.82	14.38	3.31	1.27	17862	58.02	36.1	49.81	26.06	25.83	8.99
8.47	11.34	24.1	1.16	9.3	3.29	16.55	43.5	8.9	51.61	113	7.4	3.76	10.1	19.95	84.67	31.65	44.42	9.28	1.3	0.46	16272	60.11	37.8	54.66	20.34	50	5.2
9.59	7.3	17.9	1.36	6.94	2	23.28	49.2	9.5	113.43	117.96	10.16	4.74	10.65	21.91	81.11	23.83	53.63	9.86	1.48	0.12	14302	49.94	20.9	52.21	22.46	56.49	2.44
8.48	9.55	18.3	1.16	9.12	2.16	21.77	40.9	12.2	63.95	154.07	7.89	4.07	8.13	16.13	69.95	27.19	51.68	5.67	1.59	0.26	12653	55.77	19.8	35.43	0	53.09	4.92
9.96	7.6	13.6	1.87	7.68	1.57	20.89	43.3	12.9	100	191.39	9.35	4.65	7.33	23.84	80.68	23.53	56.64	7.94	1.34	0.2	13070	52.58	36.1	47.36	11.14	54.76	6.75
9.2	6.73	14.8	1.22	7.24	2.73	16.25	43.9	12.3	73.4	137.97	6.38	3	11.67	27.43	90.01	25.68	55.22	10.97	0.97	0.19	14813	52.5	46.4	61.96	26.55	46.62	7.83
9.63	6.2	13.4	1.55	6.71	1.85	17.15	49.6	11.3	99.03	161.22	8.51	3.7	8.67	37.03	95.06	24.73	53.22	12.59	2.14	0.53	14038	57.11	43.2	50.41	16.15	44.15	6.07
8.84	7.01	15.2	1.5	7.85	2.85	16.67	45.6	10.4	90.12	146.07	8.97	4.02	13.24	29.8	93.08	27.2	55.43	10.88	1.1	0.46	15763	54.99	30	46.17	16.21	41.6	8.21
